headline,date,doc_type,material_type,section,keywords
"Italy’s Students Will Get a Lesson in Climate Change. Many Lessons, in Fact.",2019-11-05,article,News,,"['Global Warming', 'Education (K-12)', 'Politics and Government']"
Inside Adam Schiff’s Impeachment Game Plan,2019-11-05,article,News,,"['Trump-Ukraine Whistle-blower Complaint and Impeachment Inquiry', 'United States Politics and Government', 'Presidential Election of 2020']"
"E. Jean Carroll, Who Accused Trump of Rape, Sues Him for Defamation",2019-11-04,article,News,,"['Sex Crimes', 'Sexual Harassment', 'Suits and Litigation (Civil)', 'Libel and Slander']"
Transfer Talk? Liverpool C.E.O. Says That’s Not His Business,2019-11-04,article,News,,['Soccer']
"Soros Adds Intrigue and $800,000 to D.A. Race, Backing Progressive",2019-11-04,article,News,,"['Elections, District Attorneys', 'Elections, State Legislature', 'Political Action Committees', 'Criminal Justice']"
2019 New Jersey General Election Results,2019-11-05,multimedia,Interactive Feature,,['Elections']
Yes You Can: Machine Wash Your Sneakers,2019-11-05,multimedia,Interactive Feature,,"['Shoes and Boots', 'Sneakers', 'Cleansers, Detergents and Soaps']"
Read the Transcript of Kurt Volker’s Testimony,2019-11-05,multimedia,Interactive Feature,,"['Trump-Ukraine Whistle-blower Complaint and Impeachment Inquiry', 'Impeachment']"
From the First Drunken Driving Case to Modern Challenges,2019-11-03,multimedia,Interactive Feature,,"['Tests (Sobriety)', 'Drunken and Reckless Driving', 'Police', 'Forensic Science', 'Suits and Litigation (Civil)', 'States (US)']"
"Weekly News Quiz for Students: Impeachment Inquiry, Twitter, World Series",2019-11-05,multimedia,Interactive Feature,,[]
2019 Pennsylvania General Election Results,2019-11-05,multimedia,Interactive Feature,,['Elections']
2019 Mississippi General Election Results,2019-11-05,multimedia,Interactive Feature,,['Elections']
2019 Kentucky Governor General Election Results,2019-11-05,multimedia,Interactive Feature,,"['Elections, Governors']"
2019 New York General Election Results,2019-11-05,multimedia,Interactive Feature,,['Elections']
Shirley MacLaine on a Different Age of Sexual Harassers in Hollywood,2019-11-04,multimedia,Interactive Feature,,"['Movies', 'ACTORS AND ACTRESSES']"
2019 Kentucky General Election Results,2019-11-05,multimedia,Interactive Feature,,['Elections']
2019 Mississippi Governor General Election Results,2019-11-05,multimedia,Interactive Feature,,['Elections']
2019 Colorado General Election Results,2019-11-05,multimedia,Interactive Feature,,['Elections']
2019 Virginia General Election Results,2019-11-05,multimedia,Interactive Feature,,['Elections']
How Much Do You Know About Gambia?,2019-11-04,multimedia,Interactive Feature,,[]
2019 Maine General Election Results,2019-11-05,multimedia,Interactive Feature,,['Elections']
Read the Transcript of Gordon Sondland’s Testimony,2019-11-05,multimedia,Interactive Feature,,"['Trump-Ukraine Whistle-blower Complaint and Impeachment Inquiry', 'Impeachment']"
A New Stage for Sushi in the Theater District,2019-11-05,multimedia,Slideshow,,"['Sushi', 'Restaurants']"
A Classic California Beach Town,2019-11-05,multimedia,Slideshow,,[]
What You Get for $1.2 Million in California,2019-11-04,multimedia,Slideshow,,['Real Estate and Housing (Residential)']
A Forever Home in Vermont,2019-11-05,multimedia,Slideshow,,"['Real Estate and Housing (Residential)', 'Interior Design and Furnishings', 'Home Repairs and Improvements', 'Furniture']"
‘Terminator: Dark Fate’ | Anatomy of a Scene,2019-11-04,multimedia,Video,,['Movies']
‘I Feel Terrible’: Toxic Air Pollutes New Delhi,2019-11-04,multimedia,Video,,"['Politics and Government', 'AIR POLLUTION']"
Presidential Candidates Crave the Spotlight. 200 Years Ago That Was Taboo.,2019-11-03,multimedia,Video,,['Politics and Government']
Make T Something | Derrick Adams,2019-11-05,multimedia,Video,,['Art']
The Changing G.O.P. Defense of ‘Quid Pro Quo’,2019-11-05,multimedia,Video,,"['Trump-Ukraine Whistle-blower Complaint and Impeachment Inquiry', 'United States Politics and Government']"
Black Cat Interrupts N.F.L. Game: ‘Go! Go! Go!’,2019-11-05,multimedia,Video,,"['Football', 'Cats']"
"Hong Kong, Shanghai, Mexico: Your Wednesday Briefing",2019-11-05,article,briefing,,[]
China Vows Tougher Security in Hong Kong. Easier Said Than Done.,2019-11-06,article,News,,"['Hong Kong Protests (2019)', 'Politics and Government', 'Demonstrations, Protests and Riots']"
"What Students Are Saying About Fact-Checking Facebook, Making Small Talk and Being Alone",2019-11-07,article,News,,[]
‘Marriage Story’ Review: Dance Me to the End of Love,2019-11-05,article,Review,,['Movies']
How to Best Celebrate Christmas in London,2019-11-05,article,News,,"['Christmas', 'Travel and Vacations', 'Hotels and Travel Lodgings', 'Theater']"
Fiction That Takes You Back in Time,2019-11-07,article,News,,['Books and Literature']
How Impeachment Consumed a Governor’s Race,2019-11-06,article,News,,"['Governors (US)', 'Impeachment', 'Politics and Government', 'Elections, Governors']"
Trump’s Tweets: Should the Media Just Ignore Them?,2019-11-05,article,Letter,,"['Social Media', 'Trump-Ukraine Whistle-blower Complaint and Impeachment Inquiry', 'Foie Gras', 'United States Politics and Government']"
"Ernest J. Gaines, Author of ‘The Autobiography of Miss Jane Pittman,’ Is Dead at 86",2019-11-05,article,Obituary (Obit),,"['Deaths (Obituaries)', 'Writing and Writers', 'Blacks', 'Black People', 'Books and Literature']"
U.S. Envoy in Syria Says Not Enough Was Done to Avert Turkish Attack,2019-11-07,article,News,,"['Kurds', 'Defense and Military Forces', 'United States International Relations', 'United States Defense and Military Forces', 'United States Politics and Government', 'War Crimes, Genocide and Crimes Against Humanity', 'Diplomatic Service, Embassies and Consulates']"
"He Can’t See All the Art, but He’s One of Germany’s Top Dealers",2019-11-07,article,News,,"['Art', 'Disabilities', 'Blindness']"
"Burrito Delivered by Bot, as Long as Students Don’t Trap It",2019-11-07,article,News,,"['Delivery Services', 'Driverless and Semiautonomous Vehicles', 'Robots and Robotics', 'Drones (Pilotless Planes)', 'Computers and the Internet', 'Start-ups']"
The Trump Impeachment Inquiry: Latest Updates,2019-11-06,article,News,,"['Trump-Ukraine Whistle-blower Complaint and Impeachment Inquiry', 'Impeachment']"
Popeyes Chicken Sandwich,2019-11-07,article,News,,[]
Battlefields: Recent Books in Military History,2019-11-05,article,Review,,"['Books and Literature', 'Defense and Military Forces', 'World War II (1939-45)']"
‘Because of Sex’,2019-11-07,article,News,,"['Discrimination', 'Workplace Hazards and Violations', 'Transgender and Transsexuals', 'Labor and Jobs']"
An Election Day Cheat Sheet to Voting,2019-11-05,article,briefing,,"['Elections, Public Advocate', 'Elections, District Attorneys', 'Podcasts']"
New York Galleries: What to See Right Now,2019-11-06,article,Review,,['Art']
"Paris Agreement, Election Day, Mexico: Your Tuesday Briefing",2019-11-05,article,briefing,,[]
Nigeria’s Oscar Hopes Are Dashed Over English Dialogue in ‘Lionheart’,2019-11-05,article,News,,"['Movies', 'Academy Awards (Oscars)']"
"U Tun Lwin, Who Warned of Deadly Myanmar Cyclone, Dies at 71",2019-11-06,article,Obituary (Obit),,"['Deaths (Obituaries)', 'Cyclone Nargis', 'Global Warming']"
"I Was the Fastest Girl in America, Until I Joined Nike",2019-11-07,article,Op-Ed,,"['Women and Girls', 'Weight', 'Running', 'Track and Field', 'Doping (Sports)', 'Coaches and Managers', '#MeToo Movement', 'your-feed-opinionvideo']"
What to Know Before Buying Shares in Saudi Arabia’s Oil Company,2019-11-06,article,Op-Ed,,"['Initial Public Offerings', 'Stocks and Bonds', 'Foreign Investments']"
"Corrections: November 6, 2019",2019-11-06,article,Correction,,[]
Why It Costs So Much to Build Affordable Housing,2019-11-07,article,briefing,,['Affordable Housing']
"Mormon Family Massacre Stuns Mexico, Laying Bare Government’s Helplessness",2019-11-06,article,News,,"['Mormon Family Massacre (Mexico, 2019)', 'Murders, Attempted Murders and Homicides', 'Drug Cartels', 'Mormons (Church of Jesus Christ of Latter-Day Saints)']"
"Israel to Expel Human Rights Worker, Citing Anti-Boycott Law",2019-11-05,article,News,,"['Palestinians', 'Israeli Settlements', 'Human Rights and Human Rights Violations', 'Boycotts']"
The Kentucky Governor’s Race Was an Anomaly,2019-11-06,article,Op-Ed,,"['Elections, Governors']"
The G.O.P.’s Election Day Problem in the Suburbs Is Getting Worse,2019-11-06,article,News,,"['Suburbs', 'Gun Control', 'State Legislatures', 'Elections, State Legislature', 'Elections, Governors']"
The Met’s Next Big Fashion Show Revealed,2019-11-07,article,News,,"['Fashion and Apparel', 'Museums', 'Design', 'your-feed-fashion']"
Macron Says NATO Is Experiencing ‘Brain Death’ Because of Trump,2019-11-07,article,News,,"['Defense and Military Forces', 'United States International Relations']"
Jimmy Kimmel Says Trump Doesn’t Know How to Lose,2019-11-07,article,News,,[]
My Neighborhood Was on Fire. My Neighbors Came Together to Save It.,2019-11-06,article,News,,"['Fires and Firefighters', 'United States Defense and Military Forces', 'Afghanistan War (2001- )', 'Evacuations and Evacuees']"
"No, Sean Spicer Really Can’t Dance",2019-11-05,article,News,,"['Dancing', 'Television']"
Quotation of the Day: Massacre of 9 Mormons Stuns a Mexico Plagued by Violence,2019-11-06,article,Quote,,[]
Swimming Against a Tide of Expensive Sushi,2019-11-05,article,Review,,"['Sushi', 'Restaurants']"
"Whatever You Think of Facebook, the NSO Group Is Worse",2019-11-06,article,Op-Ed,,"['Human Rights and Human Rights Violations', 'Computer Security', 'Privacy', 'Suits and Litigation (Civil)', 'Espionage and Intelligence Services', 'Cyberwarfare and Defense', 'Cyberattacks and Hackers']"
"Trump Called Woman Who Accused Him of Sexual Assault, Records Show",2019-11-06,article,News,,"['Presidential Election of 2016', 'Sexual Harassment', 'Suits and Litigation (Civil)', 'Sex Crimes']"
"Jennifer Lee, Queen of the ‘Frozen’ Franchise",2019-11-07,article,News,,['Movies']
Riding While Drunk and Other Dangers of the Electric Scooter Craze,2019-11-06,article,News,,"['Motorcycles, Motor Bikes and Motorscooters', 'Drunken and Reckless Driving']"
The Punch Lines Amy Klobuchar Uses to Keep Voters Laughing,2019-11-06,article,News,,"['Presidential Election of 2020', 'Comedy and Humor']"
Secrets and Lies,2019-11-07,article,Review,,"['Books and Literature', 'Espionage and Intelligence Services', 'Cold War Era', 'Russian Interference in 2016 US Elections and Ties to Trump Associates', 'United States International Relations']"
The 100-Year Family: Here Are Some Tips for Becoming One,2019-11-06,article,News,,"['Books and Literature', 'Families and Family Life', 'Personal Finances', 'Family Business']"
"Centrists, Progressives and Europhobia",2019-11-07,article,Op-Ed,,"['United States Economy', 'Presidential Election of 2020', 'Regulation and Deregulation of Industry', 'United States Politics and Government']"
How Do the Democrats Beat Trump in 2020?,2019-11-05,article,Op-Ed,,"['Presidential Election of 2020', 'United States Politics and Government']"
Eastern Europe’s Populist Scam,2019-11-07,article,Editorial,,"['Agriculture and Farming', 'Corruption (Institutional)', 'Crop Controls and Subsidies']"
"In the British Election, a Series of Missteps",2019-11-07,article,News,,"['Elections', 'Politics and Government', 'Legislatures and Parliaments', 'ANTI-SEMITISM', 'Great Britain Withdrawal from EU (Brexit)']"
"Hillary Clinton on Medicare for All: ‘The Goal Is the Right Goal,’ but It Won’t Pass",2019-11-07,article,News,,"['Presidential Election of 2020', 'Health Insurance and Managed Care']"
Nonvoters Are a Source of Hope for Democrats. But Maybe a False Hope.,2019-11-07,article,News,,"['Presidential Election of 2020', 'Voting and Voters', 'Polls and Public Opinion', 'United States Politics and Government']"
"A Sleek, Tailored Tavern Comes to Hudson Yards",2019-11-05,article,News,,['Restaurants']
How a Harry Potter Illustrator Brings the Magical to Life,2019-11-06,article,News,,"['Art', 'Harry Potter (Fictional Character)', 'Books and Literature']"
9 Members of Mormon Family in Mexico Are Killed in Ambush,2019-11-05,article,News,,"['Murders, Attempted Murders and Homicides', 'Mormons (Church of Jesus Christ of Latter-Day Saints)']"
"Football’s Longest Drive: 1,000 Miles Across Australia",2019-11-07,article,News,,"['Australian Football', 'Indigenous Australians', 'Deserts']"
FKA twigs Is a Creature of Desire on ‘Magdalene’,2019-11-07,article,Review,,['Pop and Rock Music']
‘Klaus’ Review: A Santa Origin Story,2019-11-07,article,Review,,['Movies']
Quotation of the Day: A New Slogan Ignites Iraqis: ‘Iran Get Out’,2019-11-05,article,Quote,,[]
Antigua Demands Harvard Pay Reparations for Benefiting From Slavery,2019-11-06,article,News,,"['Reparations', 'Slavery (Historical)']"
"Here Comes Lindy West, and She’s Holding a Broom",2019-11-05,article,Review,,"['Books and Literature', 'Discrimination', '#MeToo Movement', 'Impeachment', 'Blacks', 'Black People', 'Homosexuality and Bisexuality', 'Sexual Harassment', 'Same-Sex Marriage, Civil Unions and Domestic Partnerships', 'Transgender and Transsexuals']"
Thinking About Giving Money to Adult Children? Think Again,2019-11-06,article,News,,"['Wills and Estates', 'Parenting', 'Personal Finances']"
"Bill Gates Objects to Elizabeth Warren’s Wealth Tax, and She Offers to Explain",2019-11-07,article,News,,"['Federal Taxes (US)', 'Income Inequality', 'Presidential Election of 2020']"
The Essentials of Native American Cuisine,2019-11-06,article,News,,"['Cooking and Cookbooks', 'Recipes']"
Drinks in Flutes,2019-11-07,article,News,,['Crossword Puzzles']
Lydia Davis Loved Learning the Word ‘Look.’ These Essays Show Why.,2019-11-05,article,Review,,['Books and Literature']
"With a Nudge From Trump, 2020 Democrats Return to Climate Change",2019-11-05,article,News,,"['Presidential Election of 2020', 'United Nations Framework Convention on Climate Change', 'Global Warming']"
Jacob Rees-Mogg Suggests Grenfell Victims Lacked ‘Common Sense’,2019-11-05,article,News,,"['Grenfell Tower Fire (June, 2017)', 'Great Britain Withdrawal from EU (Brexit)']"
"Marcelle Ninio, Spy for Israel Imprisoned in Egypt, Dies at 89",2019-11-07,article,Obituary (Obit),,"['Deaths (Obituaries)', 'Politics and Government', 'Espionage and Intelligence Services', 'Suez Crisis (1956)']"
California Sues Facebook for Documents in Privacy Investigation,2019-11-06,article,News,,"['Social Media', 'Data-Mining and Database Marketing', 'Privacy', 'Attorneys General', 'Suits and Litigation (Civil)', 'Regulation and Deregulation of Industry']"
"Sondland Updates Impeachment Testimony, Describing Ukraine Quid Pro Quo",2019-11-05,article,News,,"['Trump-Ukraine Whistle-blower Complaint and Impeachment Inquiry', 'Foreign Aid']"
Fashion for a Specific Sort of Island-Hopping,2019-11-05,article,News,,[]
The Lore of ‘The Godfather’ Resurfaces at Roger Stone’s Trial,2019-11-06,article,News,,"['Organized Crime', 'Movies', 'United States Politics and Government', 'Russian Interference in 2016 US Elections and Ties to Trump Associates']"
Making an Argument Via Descriptive Detail: Music Reviews,2019-11-06,article,News,,[]
